010100001;1;1;0;0;2;1;0;3;1;0;4;12;0;5;1;0;6;36;0;7;1;0;8;3;0;9;0;0;10;116;0;11;211;0;12;0;0;13;0;0;14;14;0;15;0;0;16;1;0;17;28;0;18;0;0;19;0;0;20;0;0;21;10;0;22;0;0
010100002;1;1;0;0;2;0;0;3;3;0;4;6;0;5;1;0;6;33;0;7;3;0;8;4;0;9;2;0;10;122;0;11;208;0;12;2;0;13;0;0;14;5;0;15;0;0;16;5;0;17;29;0;18;0;0;19;0;0;20;1;0;21;15;0;22;0;0
010100003;1;1;0;0;2;0;0;3;4;0;4;6;0;5;0;0;6;36;0;7;0;0;8;0;0;9;8;0;10;80;0;11;205;2;12;1;0;13;1;0;14;3;0;15;0;0;16;5;0;17;33;0;18;0;0;19;0;0;20;0;0;21;4;0;22;0;0
010100004;1;1;0;0;2;2;0;3;0;0;4;12;0;5;0;0;6;37;0;7;2;0;8;1;0;9;2;0;10;114;3;11;210;1;12;0;0;13;2;0;14;1;0;15;0;0;16;9;0;17;29;0;18;1;0;19;0;0;20;0;0;21;11;0;22;0;0
010100005;1;1;0;0;2;1;0;3;3;0;4;7;0;5;0;0;6;36;0;7;0;0;8;1;0;9;3;0;10;103;0;11;183;0;12;0;0;13;0;0;14;2;0;15;0;0;16;5;0;17;24;0;18;0;0;19;0;0;20;0;0;21;9;0;22;0;0
010100006;1;1;0;0;2;0;0;3;3;0;4;15;0;5;0;0;6;66;0;7;0;0;8;4;0;9;1;0;10;80;1;11;179;0;12;0;0;13;0;0;14;2;0;15;0;0;16;1;0;17;27;0;18;1;0;19;0;0;20;0;0;21;11;0;22;0;0
010100007;1;1;0;0;2;1;0;3;0;0;4;6;0;5;0;0;6;52;0;7;0;0;8;4;0;9;5;0;10;100;0;11;210;4;12;0;0;13;3;0;14;4;0;15;0;0;16;1;0;17;36;1;18;0;0;19;0;0;20;0;0;21;6;0;22;0;0
010100008;1;1;0;0;2;0;0;3;2;0;4;4;0;5;0;0;6;39;0;7;0;0;8;4;0;9;5;0;10;75;0;11;194;1;12;1;0;13;0;0;14;5;0;15;0;0;16;2;0;17;35;0;18;0;0;19;0;0;20;0;0;21;5;0;22;1;0
010100009;1;1;1;0;2;0;0;3;3;0;4;3;0;5;0;0;6;56;0;7;1;0;8;7;0;9;2;0;10;88;0;11;171;0;12;0;0;13;0;0;14;0;0;15;0;0;16;5;0;17;36;0;18;1;0;19;0;0;20;2;0;21;9;0;22;0;0
010100010;1;1;0;0;2;0;0;3;0;0;4;13;0;5;0;0;6;56;0;7;0;0;8;2;0;9;4;0;10;84;0;11;217;0;12;1;0;13;1;0;14;4;0;15;0;0;16;2;0;17;25;0;18;0;0;19;0;0;20;0;0;21;9;0;22;0;0
010100011;1;1;2;0;2;0;0;3;4;0;4;2;0;5;0;0;6;30;0;7;2;0;8;0;0;9;18;0;10;47;0;11;161;0;12;0;0;13;0;0;14;0;0;15;0;0;16;0;0;17;8;0;18;0;0;19;0;0;20;1;0;21;2;0;22;1;0
010100012;1;1;0;0;2;1;0;3;5;0;4;9;1;5;1;0;6;47;5;7;1;0;8;4;0;9;4;0;10;119;7;11;218;8;12;0;0;13;0;0;14;8;0;15;0;0;16;3;0;17;31;3;18;0;0;19;1;0;20;0;0;21;9;1;22;0;0
010100013;1;1;0;0;2;0;0;3;0;0;4;8;0;5;0;0;6;83;0;7;0;0;8;2;0;9;2;0;10;125;0;11;223;0;12;0;0;13;0;0;14;4;0;15;0;0;16;2;0;17;34;0;18;0;0;19;0;0;20;0;0;21;9;0;22;0;0
